hex9,value
89196b84a23ffff,6520
89196959a5bffff,5762
8919694aa93ffff,8728
89196ba2327ffff,9543
89196bb3477ffff,9205
89196ba044bffff,1061
89196949b13ffff,6832
89196baa3bbffff,9322
891969633b3ffff,5828
89196b96883ffff,1225
89196bba263ffff,6737
89196940a33ffff,5680
89196baa34fffff,575
89196b94b2fffff,5918
89196bb4e33ffff,9403
891969780d3ffff,8559
89196baf38bffff,8839
89196b30467ffff,3454
8919694b2dbffff,9949
89196ba5a2bffff,551
8919696a513ffff,6146
89196bb8d63ffff,6057
89196bb219bffff,5224
89196ba9dbbffff,2786
89196b86b5bffff,2160
89196bae523ffff,9307
89196ba26cfffff,3868
89196949997ffff,3996
89196b14d63ffff,6760
89196bac927ffff,1842
8919694868fffff,3224
8919694e5c7ffff,7256
89196b3000bffff,3788
8919694c65bffff,2923
89196ba36d7ffff,7569
89196b326cbffff,8453
89196b1732fffff,5476
89196bad36fffff,8436
8919697b3c3ffff,7487
89196ba836bffff,9045
89196bac013ffff,568
89196ba9d83ffff,7528
89196bba423ffff,3028
891969791cfffff,250
89196ba892fffff,8632
89196ba25a3ffff,4589
89196bb95c3ffff,8822
89196b85d2bffff,6570
8919694e66fffff,2554
8919694d04bffff,2538
89196941473ffff,2047
8919694caafffff,560
89196bbb3dbffff,1016
89196b32c8fffff,6099
89196baaa0bffff,158
89196ba06cfffff,9886
89196942e37ffff,4114
89196bae8d7ffff,533
89196b06ca7ffff,4041
89196b30407ffff,4125
89196b959d7ffff,2873
89196bb8acbffff,4411
89196ba422fffff,7507
89196b141a7ffff,1988
89196bacc13ffff,9457
8919696824fffff,3541
891969630bbffff,6395
89196bb2a4fffff,6678
89196bb104fffff,2700
89196ba8b6fffff,7971
891969413a3ffff,1520
89196ba256fffff,5621
89196bbb237ffff,8315
89196bb4c8fffff,159
89196ba110bffff,804
89196b14277ffff,4487
89196ba1833ffff,5673
89196bb2a2fffff,8745
8919694c34bffff,8812
891969622a7ffff,8201
89196b9497bffff,5867
891969623c3ffff,6039
8919694b297ffff,3929
8919694c3d3ffff,7573
89196968447ffff,7755
891969431c3ffff,8369
89196969517ffff,539
89196940a27ffff,6293
89196ba839bffff,9399
89196b0593bffff,4723
89196b9414fffff,2913
89196bb41a3ffff,5720
891fa492603ffff,6168
89196948d7bffff,915
89196963433ffff,8672
89196b8492fffff,5142
89196bb48a3ffff,858
8919696a483ffff,5944
8919694044fffff,3632
89196bba2a3ffff,3847
89196960563ffff,1866
89196ba7507ffff,8138
8919694a2b3ffff,1869
89196943503ffff,8529
89196941433ffff,3974
89196943067ffff,68
89196bb356fffff,9783
89196baf1abffff,3309
89196ba224fffff,7507
891fa496093ffff,6472
89196949a93ffff,7228
89196b84383ffff,7138
89196b9490bffff,7444
8919694ab0bffff,8569
89196ba4c4fffff,5681
8919696054bffff,6520
89196bad6b3ffff,3777
89196b3229bffff,837
89196b84107ffff,7590
89196968e63ffff,1188
89196bb0083ffff,2972
89196baaba3ffff,9768
89196bb045bffff,6227
8919696359bffff,1996
89196b960a7ffff,7766
8919696a293ffff,9249
89196b86bb3ffff,7054
89196bac613ffff,5350
89196bb1167ffff,1650
89196b9613bffff,3862
8919694e0dbffff,8250
89196b86607ffff,1562
89196b94d67ffff,8585
89196b32563ffff,8539
89196b8cd17ffff,3208
89196bacab3ffff,1349
89196bb5a57ffff,7511
89196baec27ffff,8501
89196ba1333ffff,6003
89196bb64abffff,8829
89196baccc3ffff,6907
89196baf337ffff,8690
89196ba9917ffff,9496
89196baf50bffff,3559
89196b86907ffff,1433
89196b96bd3ffff,3355
89196bbb22fffff,8025
89196ba2c13ffff,4287
89196b14c8fffff,3277
89196bb8933ffff,584
89196979083ffff,2664
89196b14cabffff,3459
89196ba85cbffff,788
89196bb0867ffff,779
89196b05d03ffff,2979
8919696994bffff,2258
89196ba6ad7ffff,8687
89196b96d23ffff,5567
89196ba31dbffff,7603
8919694acafffff,6008
89196bb535bffff,2624
89196ba4c53ffff,5658
89196b161a7ffff,1539
891969418b3ffff,7426
89196b146b7ffff,9675
89196978e33ffff,4462
89196b14e67ffff,54
89196b85b97ffff,2582
89196941d8bffff,4727
89196bbaaa7ffff,9779
89196ba66b7ffff,6
89196badb33ffff,2934
89196bb5157ffff,6653
89196bb242bffff,7713
89196bba9c3ffff,5838
89196ba312bffff,4965
89196ba5177ffff,4538
89196ba4677ffff,221
89196b8663bffff,3498
89196961177ffff,4202
89196bb345bffff,729
89196bb545bffff,3218
8919694ab87ffff,6546
89196bb560bffff,9428
89196b84ea3ffff,226
8919694adbbffff,6180
891969480b3ffff,1080
89196b04e47ffff,1485
89196ba6ea7ffff,9960
89196badd0bffff,5462
89196bb4e27ffff,1898
8919694f4a7ffff,487
89196baca37ffff,7795
8919694166fffff,6715
89196b864cbffff,336
89196bb4213ffff,2602
89196bb029bffff,7390
8919694b287ffff,5202
89196bb1027ffff,8347
89196940653ffff,9923
8919682ca07ffff,9897
891fa493547ffff,1377
89196b1602fffff,2567
89196bbb287ffff,8028
89196ba8dc7ffff,9964
89196bb94b3ffff,3914
89196bae4c3ffff,8350
89196baa983ffff,2377
89196bb341bffff,352
89196b06d27ffff,1304
89196ba1423ffff,3881
89196ba8247ffff,9051
8919694b3cbffff,5046
89196ba2597ffff,5102
89196bba36fffff,6765
89196b32377ffff,1964
89196978563ffff,7970
89196ba182bffff,879
89196b849a3ffff,2833
89196ba24bbffff,7509
89196bb6c53ffff,2544
89196bb0abbffff,5739
89196bb186fffff,4092
89196bb9637ffff,5234
89196ba311bffff,4807
89196b95977ffff,2560
89196ba4b03ffff,3246
89196b330d3ffff,3012
89196b86613ffff,8008
89196bb0d0bffff,4731
89196ba2b1bffff,2003
89196b04cd7ffff,3229
89196941a4fffff,6432
89196bb3557ffff,4799
89196ba344fffff,3858
89196b32303ffff,1356
89196bba9afffff,4659
89196bb14c7ffff,6240
89196b963d7ffff,63
89196b14287ffff,237
89196bb4d3bffff,9002
89196979b93ffff,8836
89196b869d3ffff,5214
89196bb6d03ffff,4029
89196b0642bffff,8048
8919696a283ffff,2182
89196ba6c6bffff,7896
89196ba9323ffff,670
89196bb1253ffff,9047
8919694ac37ffff,281
8919697b20bffff,717
89196b15c0bffff,3017
89196bad14fffff,1295
89196badb8bffff,7597
89196ba1ea3ffff,1472
89196b94593ffff,6077
891969799abffff,152
89196b068abffff,4737
89196bb15cfffff,1861
89196bad677ffff,1133
8919694820fffff,1312
8919694ca6fffff,7762
89196ba9e93ffff,4049
89196ba6817ffff,2055
89196bb8157ffff,1875
8919696b08bffff,3382
89196940087ffff,6017
8919694112fffff,9793
89196b96e6fffff,2050
89196baa04fffff,1720
89196ba589bffff,5348
89196b06aa7ffff,9366
89196b86e3bffff,6477
89196bb5a93ffff,724
89196ba154bffff,5769
891969412cbffff,6960
8919697abc7ffff,1378
89196bace4fffff,3057
8919694cd53ffff,6678
8919694c22fffff,3557
89196b04c37ffff,1238
8919694e217ffff,1892
891fa4964abffff,9870
89196b3a647ffff,8773
89196ba0c4fffff,5655
89196bab64fffff,9104
89196bba9d7ffff,2401
891969401afffff,1707
89196ba4197ffff,7611
89196969d57ffff,9146
89196bb1a3bffff,5304
89196ba655bffff,1957
89196bb1bcbffff,902
891fa496cabffff,3712
89196b94b33ffff,9643
89196940483ffff,2031
89196b940afffff,2006
89196baf343ffff,5591
89196ba1277ffff,6980
89196bab25bffff,3975
8919695b3c7ffff,3436
8919696a30fffff,7589
89196bad37bffff,6726
89196b3646bffff,439
8919694366fffff,2320
8919696224bffff,4845
89196b14a4bffff,3911
89196ba6c5bffff,9336
89196baaad3ffff,2768
89196bbb4d7ffff,4344
89196ba1247ffff,1378
89196b04cabffff,4690
89196ba043bffff,2374
891969793cfffff,559
891969789d7ffff,8387
89196b06457ffff,3124
89196979ab3ffff,4168
89196bb62cbffff,7898
89196b32e07ffff,8406
89196bb0963ffff,6544
89196bb5e0bffff,1593
89196bad927ffff,1109
89196b32163ffff,8288
89196ba818fffff,786
891969489b7ffff,6438
89196bb834fffff,2489
89196ba32d7ffff,8186
89196b94a9bffff,4134
89196979c0bffff,8965
8919694ae73ffff,9106
8919694a93bffff,8588
89196b33647ffff,7533
89196ba643bffff,2582
8919696a8b3ffff,7356
89196b871d7ffff,258
89196b85ab3ffff,3977
89196942ba3ffff,1412
89196940e83ffff,334
89196bad54fffff,57
89196ba568fffff,5750
891969686abffff,1545
8919697912bffff,9614
8919697910bffff,9422
891fa4924b7ffff,9652
89196b3a4d3ffff,2733
89196978e67ffff,9872
8919694eeb7ffff,8670
8919695950bffff,5913
89196b96a97ffff,452
8919694b103ffff,5982
891969612cbffff,5562
891fa496137ffff,5203
89196baceafffff,4669
89196b86917ffff,6130
89196b85967ffff,3048
8919694a6b7ffff,5340
89196ba112fffff,4123
8919694debbffff,1662
8919694c63bffff,851
89196949bb7ffff,9292
89196b04a6bffff,4862
891969484b3ffff,1113
89196baeb13ffff,2168
8919694ca87ffff,1384
89196943563ffff,3030
89196ba1c93ffff,6628
8919694d1afffff,1416
89196b84e2fffff,1859
89196b168dbffff,1354
89196960623ffff,28
89196b84957ffff,2244
8919694ae27ffff,673
8919694008bffff,1858
8919697820fffff,8119
89196ba2a1bffff,5051
89196bac1b7ffff,2950
89196ba0d07ffff,4084
89196ba108bffff,5897
8919697b273ffff,3298
891969490abffff,7033
891969780c7ffff,6904
89196bae897ffff,3150
891969432cbffff,4829
89196979113ffff,1147
89196941d6fffff,5806
89196bb6557ffff,374
89196b85d63ffff,6103
89196bae243ffff,8342
89196b86acfffff,3369
89196b94107ffff,5708
89196badecbffff,9826
89196bad13bffff,2819
89196b86863ffff,267
8919694910fffff,9007
89196b96e67ffff,4018
8919696acdbffff,2724
89196b04233ffff,9197
89196941e57ffff,4914
89196bae463ffff,6423
89196bb6ccbffff,641
89196bab38fffff,6537
89196bb6573ffff,9011
89196b0451bffff,6401
89196b05bc7ffff,3220
89196961103ffff,549
89196ba6b43ffff,8900
89196ba6667ffff,1856
89196b05ac3ffff,4004
89196baf327ffff,7633
89196ba434fffff,155
89196941563ffff,94
89196bb8903ffff,6321
8919696aa1bffff,261
8919694edbbffff,8957
891969410d7ffff,648
89196b84c67ffff,6245
89196b96897ffff,7799
89196ba4e0bffff,1837
89196b149d3ffff,542
8919694938fffff,2363
89196bb49cbffff,2731
89196968613ffff,4600
89196b848a3ffff,1714
89196bad593ffff,1401
89196baf06bffff,1016
8919694d8b7ffff,8307
89196b33633ffff,2356
89196ba2d73ffff,2210
89196ba1b13ffff,1270
89196b86a27ffff,7359
89196b84b23ffff,150
89196ba428bffff,6640
89196949683ffff,9097
8919696b5c3ffff,2643
89196b06113ffff,5231
89196ba62c7ffff,1962
89196ba908bffff,5363
89196979097ffff,2099
89196bbada3ffff,9816
89196bb8d27ffff,7250
89196b86603ffff,9697
89196bac467ffff,3965
89196ba8ea7ffff,9944
89196ba6b17ffff,4689
89196bac983ffff,2253
89196bac5a3ffff,649
89196969133ffff,3722
8919694e3a3ffff,583
89196bb4c43ffff,1822
8919694a32fffff,6438
89196940a67ffff,1422
89196bb04a7ffff,5009
89196b16247ffff,7294
89196ba6ba3ffff,2853
89196bad247ffff,1203
891fa4964b7ffff,125
89196941c03ffff,2160
89196959a7bffff,4893
891969698cfffff,3326
89196b96ab7ffff,5432
89196bb899bffff,8896
89196baa3d3ffff,903
89196b94003ffff,7911
89196ba6393ffff,6910
89196b841bbffff,8741
89196ba4e07ffff,3787
89196969d07ffff,1604
89196978e03ffff,8121
89196940ebbffff,8399
89196959b47ffff,5817
89196baa0d3ffff,5516
8919694f1b7ffff,6532
8919694f6c7ffff,50
89196969e23ffff,417
89196ba09b3ffff,9418
8919694cb07ffff,6708
8919694c88fffff,8046
89196badba7ffff,6083
8919696b0d3ffff,5047
89196b96e9bffff,6381
891969596abffff,7943
89196bb85bbffff,8150
89196bb0433ffff,6434
89196baf143ffff,5178
89196948bbbffff,3280
89196ba662fffff,5465
89196bad10fffff,5467
89196b9489bffff,4862
891969791c7ffff,4746
8919694d24bffff,4736
89196bae88bffff,4461
89196b86dcbffff,6278
89196949ec7ffff,2991
89196bab3c7ffff,9098
89196b06b53ffff,5547
891969682a7ffff,234
89196bb0b03ffff,5761
8919695968fffff,9106
89196ba60a7ffff,3022
89196ba868fffff,1631
89196ba0b6fffff,9380
89196b14433ffff,5443
89196ba8063ffff,2276
89196ba45a3ffff,343
89196940683ffff,4194
89196b143bbffff,4810
8919696a003ffff,4035
89196bb2547ffff,7351
89196bbb163ffff,5953
89196940a4fffff,3108
89196b163a3ffff,1009
89196948e83ffff,9829
89196b86d83ffff,5114
89196baaa43ffff,3814
8919694f597ffff,5114
89196bb0bc3ffff,711
89196bbb277ffff,2900
89196ba4877ffff,1009
89196b9662bffff,8219
8919694538fffff,9715
89196bad803ffff,3115
89196b965b3ffff,280
89196949d17ffff,3635
89196bb0c43ffff,2831
89196bae3afffff,9440
89196b04383ffff,7317
8919694f053ffff,4095
89196978963ffff,9954
89196baaddbffff,3797
8919694f553ffff,1622
89196b86dbbffff,3443
89196b84d8fffff,1834
89196bb84d7ffff,7526
89196ba6c87ffff,6922
8919694dd07ffff,530
89196959543ffff,9930
891969695cbffff,8942
89196b85e6fffff,3546
89196bb6407ffff,4727
891969632afffff,3972
89196baa48fffff,8243
89196baec2bffff,8197
89196940a13ffff,6332
891fa4965b7ffff,5907
89196ba3377ffff,3841
89196949b1bffff,3872
89196ba460bffff,7879
89196bb1443ffff,6065
891fa493573ffff,3063
891969411dbffff,3809
891969410b3ffff,5046
89196bb2157ffff,6130
89196bbb303ffff,8683
8919694a503ffff,4666
89196959093ffff,4821
89196b161b3ffff,4101
89196b8cdbbffff,7768
89196b86467ffff,9655
89196941a6fffff,8594
89196b845b3ffff,9353
89196baf09bffff,1298
89196baa4c3ffff,1250
89196bb96bbffff,9133
89196bbb0c7ffff,599
89196ba810bffff,2538
8919696b057ffff,118
89196b14493ffff,4388
8919694a07bffff,5630
8919697b62fffff,7005
89196ba96c7ffff,7364
8919694e18bffff,1796
8919694d407ffff,5609
8919694c877ffff,756
89196b86cabffff,4514
89196bace5bffff,1119
89196979dc7ffff,3854
89196bad9d3ffff,5658
891969499cfffff,5821
89196b05a57ffff,4971
89196b86217ffff,3652
89196bb818bffff,4478
89196ba1abbffff,7025
89196b84b8fffff,1207
89196b8cda7ffff,2353
891fa4925cbffff,212
89196b0615bffff,8324
89196b14893ffff,5820
89196ba82a3ffff,3242
891969431b3ffff,8183
89196ba5203ffff,2411
8919694cd23ffff,1219
8919694c1c7ffff,8764
89196bb6907ffff,7567
891fa492cb7ffff,5774
8919696b0c7ffff,768
8919694f44fffff,9367
89196b364afffff,2958
89196959407ffff,9693
89196bb5583ffff,433
8919696a4cfffff,875
89196b3368bffff,551
891969431b3ffff,9633
89196bab53bffff,2651
89196b1717bffff,7400
89196bb1e77ffff,820
89196969313ffff,9019
8919694236fffff,8738
89196959337ffff,7851
89196943383ffff,894
89196ba4b47ffff,2845
89196bb438fffff,4401
89196bab583ffff,1009
8919694e31bffff,6323
89196ba5287ffff,1319
89196bb7383ffff,5484
8919696a177ffff,5982
89196b9696fffff,5481
8919696acb7ffff,1637
89196ba6577ffff,4782
89196ba05b3ffff,3154
89196ba1e0fffff,8506
89196ba532bffff,9912
8919694b287ffff,4685
89196b33183ffff,5854
891fa492d57ffff,7640
8919694f6dbffff,3428
89196bb0ba7ffff,4703
89196b0456bffff,6123
89196940ea7ffff,4085
89196b86967ffff,3802
89196bba53bffff,6463
89196b8cd0fffff,1950
89196bb16c3ffff,2556
89196949ab7ffff,8968
89196ba8b5bffff,2771
89196b3656fffff,305
89196b94377ffff,8816
89196b84cc7ffff,5678
891fa49663bffff,9504
89196979a1bffff,5369
89196b16acbffff,5317
891969601d3ffff,3369
8919694356fffff,6441
89196baf44bffff,2815
89196bae4d7ffff,9896
89196941cd3ffff,5887
8919694de57ffff,7431
89196b8437bffff,4696
89196bad8cfffff,6522
891fa49269bffff,9350
89196959a73ffff,635
89196bb5e23ffff,4420
89196ba1d2fffff,8332
89196b3301bffff,1985
89196bb00cbffff,8879
89196bb9457ffff,9507
8919694ce17ffff,8332
89196bb72b7ffff,8942
89196960627ffff,8455
89196b875b7ffff,4026
891969488c7ffff,4165
89196bb0b83ffff,7012
89196948d33ffff,1213
89196bb414fffff,9071
89196b16a0fffff,5833
89196b1752fffff,8549
8919694d33bffff,5687
89196bb2083ffff,6526
89196b14dbbffff,8676
891969634c3ffff,5605
89196b144a3ffff,5916
89196bac123ffff,2449
89196b160dbffff,8479
89196ba6327ffff,1389
89196bb69a7ffff,6506
89196ba310bffff,693
89196bb0313ffff,9404
89196baf0afffff,8088
89196b85a57ffff,8770
89196ba10a7ffff,3845
89196b1450fffff,7212
89196bb6087ffff,550
89196b3b49bffff,3014
8919696a133ffff,324
8919694ed6bffff,8091
89196968337ffff,5533
89196bb247bffff,1336
89196b33183ffff,669
89196baa0b3ffff,7881
89196ba9d3bffff,8725
89196ba41dbffff,9652
89196baa863ffff,5648
89196bb68b7ffff,5042
8919694a897ffff,2048
89196ba956fffff,9382
89196ba49a7ffff,8535
89196b305b7ffff,4713
89196bb2623ffff,4074
8919694f163ffff,8103
8919696b3cbffff,5363
8919694da8fffff,6057
89196ba20cbffff,6669
89196bb7657ffff,6348
8919697ab8fffff,3622
89196958b97ffff,7227
89196b16b3bffff,3289
89196ba9383ffff,6608
89196baaa77ffff,8177
89196959edbffff,5843
89196bb3483ffff,6730
8919697a977ffff,9747
891fa496427ffff,5601
8919694c917ffff,2188
89196b06e8fffff,5301
8919694a927ffff,9706
89196ba2e13ffff,6206
89196bb5e37ffff,1254
89196b9418fffff,8053
89196bb1367ffff,1821
89196b3359bffff,9932
8919697951bffff,5899
89196ba41a7ffff,2880
8919696a573ffff,7352
89196bade9bffff,9940
89196bace3bffff,8882
89196979a5bffff,395
89196ba312fffff,7004
89196b8658fffff,4802
89196ba51c3ffff,8665
89196b8449bffff,3648
891969486dbffff,2948
8919697abc3ffff,4924
891969401cbffff,9616
8919694d5c7ffff,1450
8919696a433ffff,8868
89196949e8bffff,1075
8919694c6cfffff,9203
8919694d19bffff,3760
891969791cbffff,8420
89196969db3ffff,5567
891fa496507ffff,634
89196ba64d3ffff,2455
89196bb3237ffff,2683
891969633a7ffff,9154
89196948eb7ffff,8684
89196b163b7ffff,9773
89196b3364fffff,427
89196979853ffff,1906
89196badd1bffff,4088
891969489c7ffff,6239
89196b859afffff,1553
89196ba9e5bffff,924
89196963233ffff,3317
8919694c997ffff,1858
89196963447ffff,9149
89196948a27ffff,264
89196979a37ffff,8263
89196bb5edbffff,5257
89196b86553ffff,5409
89196b94383ffff,8643
89196bb090bffff,6115
89196b36427ffff,7353
89196bbb217ffff,1419
89196b8e957ffff,1805
89196979c67ffff,8260
8919682d997ffff,6365
89196bb9e6fffff,298
89196bb0877ffff,3541
89196940bc7ffff,3771
89196ba1bafffff,2571
8919697b567ffff,9985
89196bb6417ffff,351
89196ba85d7ffff,4832
8919694d1afffff,35
89196ba914fffff,9166
89196b305d3ffff,5728
8919697b3abffff,2949
89196bb2e0bffff,358
89196bb7123ffff,561
89196963467ffff,7299
89196b3652fffff,5339
89196ba3303ffff,1781
891969605afffff,8253
89196969663ffff,8400
89196badc0fffff,6452
89196bba587ffff,7849
89196ba1503ffff,6196
89196ba6637ffff,1668
89196ba5543ffff,3140
89196b36573ffff,2425
8919694050fffff,3606
89196978d53ffff,8683
8919694801bffff,4504
8919696ae13ffff,7954
89196ba8e4bffff,2358
8919694150bffff,9950
89196963273ffff,7013
8919694e14fffff,5086
89196b86693ffff,5300
89196ba9847ffff,3409
89196bb313bffff,5656
89196b94cabffff,1206
89196941643ffff,5117
89196bb5057ffff,7084
89196bb62dbffff,5038
89196ba4283ffff,9225
8919694f667ffff,442
8919694d057ffff,2414
891fa492693ffff,9771
8919694ca83ffff,7698
89196baa25bffff,8916
89196b96e0bffff,5540
8919694f14bffff,2145
89196941ec7ffff,243
8919694e43bffff,7840
89196bac52fffff,7996
89196bb1b13ffff,3604
89196bb21bbffff,1274
89196b86ccbffff,9746
89196bba44fffff,9380
89196ba72abffff,7470
891969596dbffff,1025
8919682cbabffff,8967
89196978ccfffff,2523
89196ba1587ffff,5877
89196bad0d3ffff,2862
89196948a8bffff,9064
891969696cbffff,6556
89196ba8887ffff,2672
89196b06913ffff,5510
89196b96eb3ffff,8762
89196bad50bffff,3747
89196960293ffff,6815
8919696a54bffff,262
89196979683ffff,1470
89196bb1697ffff,2040
89196ba1b47ffff,5864
8919694ae87ffff,8017
89196bb8c63ffff,6300
89196b33487ffff,2005
89196bb7627ffff,9416
89196b84d57ffff,8652
89196978a33ffff,4465
89196978c13ffff,8800
89196ba632bffff,519
89196bad20bffff,7663
89196bb32c7ffff,5854
8919694b6abffff,3126
89196bae5c3ffff,7639
891fa496683ffff,4175
8919696b6bbffff,4476
89196ba3327ffff,3511
89196969637ffff,7796
891fa4965c7ffff,9715
89196940a6bffff,3972
89196bb5697ffff,7383
8919694d38bffff,3435
89196943303ffff,8012
89196baad2fffff,9648
89196ba0423ffff,7287
89196bb5a47ffff,3689
89196b06c93ffff,1052
89196960483ffff,9352
89196949c13ffff,2049
89196b32a13ffff,209
89196bb608bffff,5936
89196bb431bffff,6984
8919696142bffff,2780
89196b0656bffff,6989
89196baa987ffff,2184
89196bb9b5bffff,5193
8919694e2c7ffff,1383
89196bb3607ffff,5579
89196bb251bffff,6128
8919694c34bffff,4444
8919694b1cbffff,101
89196b1714bffff,3847
89196b96eb7ffff,1345
891969616bbffff,1686
89196b1688bffff,4131
89196bb1107ffff,5934
89196b328d3ffff,7800
8919696901bffff,4609
89196940183ffff,5830
89196bb557bffff,2908
8919696166fffff,8766
89196b06c4fffff,9129
89196bbad73ffff,6932
8919694e443ffff,710
89196b36453ffff,1572
8919695936fffff,6913
89196968e8fffff,1569
89196b96a27ffff,4104
89196ba754bffff,4821
89196ba8bb7ffff,3981
89196bb8897ffff,1647
89196bb6673ffff,6954
89196b32c6bffff,4856
89196b322c7ffff,8115
89196978107ffff,5752
89196ba208bffff,6794
89196b85eb7ffff,6554
89196bb80bbffff,7530
891969614cfffff,619
8919696999bffff,3466
89196bae933ffff,846
89196941cb3ffff,7310
891fa49602fffff,6272
8919696ac73ffff,7251
89196ba540bffff,2715
891fa49654fffff,3628
89196bac8d7ffff,512
89196bb663bffff,788
8919694ab4bffff,6721
8919696ad4fffff,4812
89196bb6a33ffff,9356
8919694e613ffff,7932
89196962243ffff,4084
89196ba052bffff,9844
89196bba323ffff,2956
89196ba0617ffff,9514
89196978207ffff,3812
8919694c323ffff,6293
89196b16e8bffff,4736
89196969a4bffff,9324
89196baf33bffff,759
89196b86a63ffff,4663
89196948ddbffff,8889
89196bb7097ffff,5981
89196bb6e33ffff,9342
89196bb582fffff,6270
89196bb2833ffff,5490
89196bbb103ffff,1212
89196baa517ffff,1788
89196bb4873ffff,8873
89196ba3213ffff,3376
89196962663ffff,8233
89196949c37ffff,2639
8919694cdc3ffff,9159
89196948cc7ffff,5427
89196b86c6bffff,1428
89196bb6653ffff,635
8919694882fffff,1708
8919694357bffff,9376
89196b30457ffff,3957
89196978197ffff,4049
89196b06e87ffff,3853
89196baec9bffff,209
89196bac2b3ffff,9642
89196bb9577ffff,3425
89196ba088bffff,245
89196bb4593ffff,9340
8919696b36bffff,2866
89196b33197ffff,7756
89196b8443bffff,8873
89196ba3437ffff,6138
89196b96e93ffff,572
89196bbac9bffff,6236
89196945333ffff,5787
89196bb2163ffff,4046
8919694c177ffff,6277
89196ba71a7ffff,441
8919694eb1bffff,2594
8919694538fffff,3147
89196959a1bffff,2052
89196b32c2bffff,4643
89196b32c13ffff,5229
89196bad9dbffff,3527
89196b14ecbffff,2954
89196ba56dbffff,3944
89196ba5027ffff,8514
89196bb1d07ffff,506
89196ba5927ffff,3785
89196b14683ffff,3716
89196ba9dc3ffff,8820
89196b32953ffff,7436
89196bad8dbffff,2677
89196b16c77ffff,3583
891969592a3ffff,1460
89196baeab7ffff,9248
8919694e9d3ffff,5386
8919696b337ffff,2255
8919697b12fffff,2611
89196963323ffff,2423
8919694ccb3ffff,5366
891fa492043ffff,1279
8919694ecd3ffff,9627
8919694dca7ffff,2038
89196bb056fffff,8214
8919696b36bffff,8305
8919697930bffff,5782
89196b14e23ffff,4505
8919694aa2bffff,1173
89196b1488bffff,7621
89196bb192bffff,1931
89196ba6e37ffff,8049
89196ba464bffff,2889
89196bab60bffff,4667
89196941d23ffff,2454
89196b84d27ffff,5229
89196ba5297ffff,9837
89196ba09afffff,151
89196b32abbffff,1918
89196ba6677ffff,285
89196b04153ffff,4109
891969405abffff,9312
8919694c843ffff,3688
89196badcabffff,499
89196bb292fffff,8625
89196b86923ffff,3063
8919694947bffff,2752
89196979b97ffff,7019
8919695930bffff,9259
89196bb5157ffff,7743
8919694854fffff,7052
891969615dbffff,4185
89196bbab27ffff,7536
8919694b04bffff,1387
89196ba8e2bffff,2660
8919696100fffff,9895
89196969137ffff,8528
891969789d3ffff,4271
89196b86043ffff,6627
89196b323d3ffff,5845
89196baed6fffff,3552
89196bb4b0fffff,3725
89196940bb7ffff,6957
8919694112bffff,2013
89196bbb07bffff,3698
8919696040bffff,1337
891969482afffff,3998
89196b051bbffff,5042
8919696a2d7ffff,5771
89196969693ffff,295
8919696812bffff,5443
89196b14ab7ffff,9049
89196bad683ffff,8658
89196b94cd3ffff,6443
89196963067ffff,1747
89196bb817bffff,7297
89196bb4247ffff,2947
89196942a47ffff,1445
89196bb244bffff,7813
89196949957ffff,9987
8919694eb0fffff,8880
89196941b2bffff,8476
89196b94c27ffff,6567
89196bb8cdbffff,4218
891fa496ca3ffff,4517
89196b06ec3ffff,5456
8919696944bffff,9637
89196ba0bd3ffff,5351
8919694e3dbffff,5187
89196b14eb7ffff,9581
89196ba0d67ffff,8920
89196b3053bffff,4186
89196baf3b3ffff,1574
89196b86993ffff,5631
89196b94433ffff,4387
89196ba8a87ffff,9109
89196badc8fffff,5324
89196940a37ffff,2735
89196ba5dcbffff,316
891fa4925b3ffff,4242
8919694e9cfffff,3677
8919696157bffff,5014
89196bb2e4bffff,8185
89196badbc7ffff,4640
89196bb23b7ffff,6625
891969603d7ffff,8940
89196960697ffff,2432
8919695928bffff,3533
89196b05a23ffff,6196
891969405c7ffff,4579
891969790a3ffff,2048
89196baa68fffff,1836
89196bb61bbffff,5684
89196bacd6bffff,5145
891fa4926b7ffff,9100
89196bbb34bffff,7813
8919696014bffff,975
89196b145a3ffff,6008
89196bb1537ffff,4615
89196b04d57ffff,5564
8919694ae87ffff,1802
89196ba5d57ffff,1833
89196baedbbffff,492
8919697a9d3ffff,2815
89196b85b3bffff,1746
89196b144a7ffff,6197
89196979c7bffff,7206
89196bac3afffff,9259
89196ba5d6bffff,2665
89196b8e92bffff,8191
8919694863bffff,7048
891969685afffff,2450
89196bb846fffff,1787
89196b86907ffff,5075
89196bb9dcfffff,7924
89196b86603ffff,9365
89196baaa57ffff,9125
89196969a23ffff,6236
89196b06e1bffff,1234
89196b16ed7ffff,9810
89196b15c83ffff,3131
89196941543ffff,3024
891969635c3ffff,6581
89196ba2867ffff,9824
8919694183bffff,4137
8919694d42bffff,9129
89196bae27bffff,4549
89196bab303ffff,9367
89196bb4533ffff,3730
89196ba6273ffff,9123
89196bacd97ffff,9434
89196bb5a17ffff,1430
89196b86843ffff,9463
89196b05c43ffff,2059
89196ba9c97ffff,7822
89196baf4dbffff,9288
89196bb70a3ffff,2367
8919694936bffff,7358
89196ba7587ffff,7538
891969796a7ffff,922
89196bb2693ffff,5734
89196b864d3ffff,749
89196ba4dd7ffff,6147
